,EndDate,TurkID,Sex,Age,Race,PoliticalOrient,,Negligent,Plaint_Harm,Neg_Cause,Reckless,Reck_Cause,Liability_Def,Liability_Plaint,Damages_Comp,Damages_Pun,Why_Neg,Why_Reck,Attn_Task,Attn_Mandate,Attn_Exposure,Condition,Mandate,Exposure,Remove_Mandate,Remove_Exposure
56,3/13/2021 14:37,A2Q5B1NP5DN7UP,Female,67,White/European American,2,,1,1,No,0,NA,50,50,36000,0,"Barbara Bennett Did forget her mask but resolved to correct the oversight as soon as she could. Due to the exposure values, the plaintiff might have contracted the virus before contact with the defendant. The word “might”  even used by the health official implies an uncertainty.",Barbara Bennett did not have premeditated or willful recklessness. The possible exposure was accidental and remedied as fast as possible even though she MIGHT have been the source of infection.,I listened to the recordings without interruption or outside noise/interference and even read a portion of the transcripts to make the questions I had clearer.,No,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",NoMandate/OwnerForgotMask,NoMandate,OwnForgotMask,keep,keep
57,3/13/2021 14:43,A3MUW3RCHP2BBJ,Female,43,White/European American,4,,1,1,Yes,1,Yes,60,40,10000,5000,She knowingly opened the store and worked for at least a few hours without a mask.,She could have opened the store and then gone home to get a mask.  But instead she worked while not wearing a mask.,I listen/read the transcript to a trial regarding the possible spread of covid-19 from employer to employee,Yes,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",Mandate/OwnerForgotMask,Mandate,OwnForgotMask,keep,keep
58,3/13/2021 14:43,ADY44EV3GCW85,Male,64,White/European American,2,,1,1,Yes,1,Yes,100,0,72000,100000,"She knew of the pandemic, she was aware of the county mandate, and she was also aware  of the infectious nature of the virus.",She acted in direct opposition to the county mandate based on her own beliefs about personal choice all the while being aware of the consequences of what non-compliance could cause.,I listened to a court case involving negligence.,Yes,"Her boss, Barbara Bennett, did not require masks in her store.",Mandate/OwnerNoMask,Mandate,OwnNoMask,keep,keep
59,3/13/2021 14:44,A2DX9PJPZFJ2WW,Male,33,White/European American,3,,1,1,Yes,1,Yes,100,0,72000,20000,I found Barbara Bennett negligent because she knew that there was a mask mandate and she blatantly ignored it.,Barbara Bennett was being reckless by having a sign in her window saying that you don't have to wear a mask.,I listened to a court case where Jennifer Paulson was suing Barbara Bennett for causing her to get COVID-19 at work.,Yes,"Her boss, Barbara Bennett, did not require masks in her store.",Mandate/OwnerNoMask,Mandate,OwnNoMask,keep,keep
60,3/13/2021 14:44,A2VNSNAN1LZBAM,Female,63,White/European American,7,,0,1,No,0,NA,0,100,0,0,"Personally I don't believe mask wearing does any good against any flu or cold. The employee could have caught covid from any number of people. Also, there was no mask mandate at that time. If the employee was wearing a mask then she should have been protected, right?","Again, masks are useless against passing this illness. The CDC even admitted they do a very small percentage of good.",I listened to a trial and then gave my verdict.,No,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",NoMandate/OwnerForgotMask,NoMandate,OwnForgotMask,keep,keep
61,3/13/2021 14:44,A1CPJ9Q4UQ0FZ3,Female,43,White/European American,5,,0,0,NA,0,NA,50,50,0,0,I found her not negligent because there was not a mask mandate at the time.,I found her not reckless because there was not a mask mandate at the time.,"I listened to to the audio of the trial and read along, then gave my decision.",No,A customer shopped at her place of employment unmasked,NoMandate/CustomerNoMask,NoMandate,CustNoMask,keep,keep
62,3/13/2021 14:45,A1V5VJE32G7HDE,Female,50,White/European American,4,,0,0,NA,0,NA,25,75,10000,0,"There really is no exact proof that the one customer got the store employees sick. The defendant used her best judgement in the moment, there was no mask mandate in place at the time.","The defendant did not knowingly expose her employees, or herself to COVID.",I listened to the plaintiff's and defense's court arguments regarding a COVID-19 infection case and then was asked to decide liability of the shop owner.,No,A customer shopped at her place of employment unmasked,NoMandate/CustomerNoMask,NoMandate,CustNoMask,keep,keep
63,3/13/2021 14:46,AXU73FUENAD66,Male,37,White/European American,3,,1,1,Yes,1,Yes,86,14,40000,50000,At fault no mask,"At fault, no mask",Listened to court case,No,"Her boss, Barbara Bennett, did not require masks in her store.",NoMandate/OwnerNoMask,NoMandate,OwnNoMask,keep,keep
64,3/13/2021 14:46,AHTWQSOY6HTJI,Male,51,White/European American,3,,1,1,Yes,1,Yes,92,8,72000,0,She was violating the county code regarding masks. She has an unreasonable argument against masking (because they aren't 100% effective they aren't effective). A reasonable person would have required masks and would have stayed at home once she tested positive.,Her failure to take precautions put her employees at risk. This relates to her refusal to enforce the mask ordinance and her continuation of work once she tested positive.,"I read and heard arguments from lawyers, witnesses and a judge related to a civil trial. I was asked to make a judgement as to whether a shop owner was responsible for her employee's medical bills after getting COVID-19.",Yes,"Her boss, Barbara Bennett, did not require masks in her store.",Mandate/OwnerNoMask,Mandate,OwnNoMask,keep,keep
65,3/13/2021 14:47,AM0QVBV8L6QCJ,Male,NA,White/European American,5,,0,1,No,0,NA,43,57,72000,0,There was no mandatory  mask rule. I recall  even  the cdc said masks made no difference  at first  then changed it.,There was no mandatory  mask rule. I recall  even  the cdc said masks made no difference  at first  then changed it.  In addition  the employee  could have not come in,An employee  sued an employer for a covid-19  infection.  The employer did not require  masks in the store. There was no  mask mandate at the time.,No,"Her boss, Barbara Bennett, did not require masks in her store.",NoMandate/OwnerNoMask,NoMandate,OwnNoMask,keep,keep
66,3/13/2021 14:48,AOZNGVLQA42SZ,Female,52,White/European American,3,,0,1,No,0,NA,20,80,0,0,the masks were not mandatory and the employees had a mask on,she could not force anyone to wear a mask and had her employees wear masks   there was nothing else she could do,decide whether an employer was   liable when her employee got covid19,No,A customer shopped at her place of employment unmasked,NoMandate/CustomerNoMask,NoMandate,CustNoMask,keep,keep
67,3/13/2021 14:49,A225BMTMXUR5F4,Female,51,White/European American,7,,0,0,NA,0,NA,0,100,0,0,"Because the actions taken were not beyond what a reasonable person in her situation might have done and therefore not negligent. Hindsight does not make a reasonable action suddenly negligent and if Jennifer had her mask on, then was she not protected?",If there is no negligence then there can be no finding of recklessness.,I was wearing headphones to assure I could hear the presentation of the case and then I followed the judges directions and made my decision.,Yes,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",Mandate/OwnerForgotMask,Mandate,OwnForgotMask,keep,keep
68,3/13/2021 14:53,APY7YO8CH0ZDP,Female,63,White/European American,5,,1,1,Yes,1,Yes,100,0,72000,0,"Even though their was not a mandate to wear a mask one should have been worn, it was not intentional but Barbara Bennett should have went home to get the mask or go to a store a buy one if that was closer and easier incase she was sick which she was.",I do not think she was intentionally reckless that day but staying all that morning without a mask put her employees at risk.,"I was a juror on a case about negligence in a case of an employer giving covid to an employee, I needed to decide if the employer was liable for paying the employees hospital bills.",No,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",NoMandate/OwnerForgotMask,NoMandate,OwnForgotMask,keep,keep
69,3/13/2021 14:54,A3ADQ2RLQNJQDU,Female,36,White/European American,1,,1,1,Yes,1,Yes,95,5,72000,8000,She was informed of proper protection measures and decided to forego them for the sake of her business.,She did not directly tell her employees before she got to the store that she wasn't wearing a mask. She could have asked an employee to open her shop while she went home to get a mask.,I was asked if the defendant was guilty of negligence and should be responsible for the plaintiff's hospital bills.,No,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",NoMandate/OwnerForgotMask,NoMandate,OwnForgotMask,keep,keep
70,3/13/2021 14:55,AJDHPRCJ985C7,Female,41,White/European American,1,,1,1,Yes,1,Yes,100,0,72000,100000,By governmental order. She knew she should’ve worn a mask and provided a safe environment for her employees.,"Not wearing a ask for hours, as if the virus would wait for lunch was reckless.",I read along while listening to testimony and instructions of a mock trial.,Yes,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",Mandate/OwnerForgotMask,Mandate,OwnForgotMask,keep,keep
71,3/13/2021 14:57,A1DCC43NTK4OKT,Female,56,White/European American,5,,1,1,Yes,1,Yes,95,5,75000,85000,Barbara Bennet ignored the mask mandate which allowed her to spread Covid to her employees.,By not following the mask mandate when she contracted Covid she spread the illness to her employees.,I played the audio recordings and listened to the case.,Yes,"Her boss, Barbara Bennett, did not require masks in her store.",Mandate/OwnerNoMask,Mandate,OwnNoMask,keep,keep
72,3/13/2021 14:57,A12SGLXX6B9DKR,Male,63,White/European American,1,,0,0,NA,0,NA,0,100,0,0,Can't be proved beyond reason that Bennett transmitted the disease or failed to follow legal guidelines.,Burden of proof is even higher for recklessness.,"I had to listen to a presentation of a civil case, despite being able to read the entire proceedings, and determine whether an employer was responsible for the illness of her staff member and thus liable for damages.",No,"Her boss, Barbara Bennett, did not require masks in her store.",NoMandate/OwnerNoMask,NoMandate,OwnNoMask,keep,keep
73,3/13/2021 15:02,A2LAE3OM5OQ0WF,Female,34,White/European American,6,,0,0,NA,0,NA,0,100,0,0,The Plaintiff could have worn a mask if she wanted to.,She was just trying to operate her business while allowing people to make decisions for themselves.,I acted as a juror and made a decision about negligence in a court case.,Yes,"Her boss, Barbara Bennett, did not require masks in her store.",Mandate/OwnerNoMask,Mandate,OwnNoMask,keep,keep
74,3/13/2021 15:04,AKTQD9Y44G495,Female,61,Asian/Pacific Islander,4,,0,1,No,0,NA,50,50,36000,0,She wasn't negligent because mask was not mandatory.,She wasn't reckless because mask was not mandatory and she herself caught it.,I listened/read a case of an employee suing her employer because she caught covid-19 on the job.,No,A customer shopped at her place of employment unmasked,NoMandate/CustomerNoMask,NoMandate,CustNoMask,keep,keep
75,3/13/2021 14:04,A2XRYF0L5ACD2E,Male,73,White/European American,5,,1,1,Yes,1,Yes,50,50,31000,0,She was aware of the potential harm and did not act.,She knew of and ignored the risk of the person being maskless in the store,"I listened to all the testimony. I decided both the employee and employer bore some responsibility. Thus I reduced the damage amount. I meant to make it 50% or 36,000 but entered the wrong amoun!",No,A customer shopped at her place of employment unmasked,NoMandate/CustomerNoMask,NoMandate,CustNoMask,keep,keep
76,3/13/2021 15:07,A345TDMHP3DQ3G,Female,28,Asian/Pacific Islander,7,,0,0,NA,0,NA,0,100,0,0,"I don't think it's the government's place to require masks in the first place. Also, the plaintiff needs to take responsibility for her own actions. She could have found employment elsewhere but instead continued to work at Barbara's store.","Masks don't really significantly curb the spread of COVID, so not wearing a mask or requiring one in the store is not reckless.","I was responsible for listening to a case involving a store owner who did not require masks in her store and contracted COVID, then allegedly spreading it to her employees including the plaintiff.",Yes,"Her boss, Barbara Bennett, did not require masks in her store.",Mandate/OwnerNoMask,Mandate,OwnNoMask,keep,keep
77,3/13/2021 15:09,A1IJ56N5Z4TT46,Male,58,Asian/Pacific Islander,5,,1,1,Yes,1,Yes,100,0,72000,25000,"During that particular time in June, it was obvious that the pandemic was a serious matter that needed to be addressed for the safety of store workers. Barbara Bennett's stance of not requiring masks in her store goes against common sense. An employer is responsible for the safety of the people they employ.",It is her blatant disregard for providing a safe work environment for her workers that substantiates her reckless behavior.,Listened/read a case involving a worker suing her employer for damages due to being infected with COVID-19 while working.,No,"Her boss, Barbara Bennett, did not require masks in her store.",NoMandate/OwnerNoMask,NoMandate,OwnNoMask,keep,keep
78,3/13/2021 15:10,A16ZLWV0QUJP65,Female,47,Hispanic/Latino,5,,0,1,No,0,NA,50,50,0,0,I believe making here employees wear masks protected them. There was no mandate so I find it hard to blame her for being the cause,I do not believe anything barbara did was intentional or reckless,I listened and read transcript of a trial of an employee suuing the company she worked for.,No,A customer shopped at her place of employment unmasked,NoMandate/CustomerNoMask,NoMandate,CustNoMask,keep,keep
79,3/13/2021 15:10,A30CGO77OY7WP0,Male,33,White/European American,7,,0,1,No,0,NA,0,100,72000,10000,Just a business owner and should not have to be concerned with covid.,Nothing sounds reckless to me cause if you catch corona it doesn't mean it comes from the owner.,The plantiff caught covid and needs help with hospital bills. The defendant is the owner and defending her position.,No,"Her boss, Barbara Bennett, did not require masks in her store.",NoMandate/OwnerNoMask,NoMandate,OwnNoMask,keep,keep
80,3/13/2021 15:12,A1PC4SDFSDYQLX,Female,30,Asian/Pacific Islander,3,,1,1,Yes,0,NA,93,7,72000,0,"She allowed a customer in the store without a mask on, putting her employee at risk and she did not care to ask the customer to put her/his mask on","She was not reckless because she did not do it on purpose, she in fact was also exposing herself","I listened to and read along about a case and was a juror that was determining whether the Curio Shop owner, Barbara bennet was responsible for and owed 72,000 of healthcare costs due to her negligence.",No,A customer shopped at her place of employment unmasked,NoMandate/CustomerNoMask,NoMandate,CustNoMask,keep,keep
81,3/13/2021 15:12,A3S03V0HG7XAA,Female,46,White/European American,3,,1,1,Yes,1,Yes,100,0,72000,0,"She did not wear a mask around her employees, she put Jennifer in a position to be exposed.",She continued to work without a mask ... she should have followed her own policy of not allowing anyone inside without a mask.,"Jennifer Paulson contracted Covid most likely (contract tracing findings) while she was working in a store owned by Barbara Bennett. Barbara Bennett's store policy is no admittance without a mask. One day she forgot to bring her mask, and didn't wear one until after lunchtime when she got one. The next day she tested positive for Covid. Jennifer got sick and was hospitalized accruing $72,000 in medical bills. Jennifer is suing Barbara for the cost of the medical bills.",No,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",NoMandate/OwnerForgotMask,NoMandate,OwnForgotMask,keep,keep
82,3/13/2021 15:13,A34U7G8SBIW2BU,Male,23,White/European American,7,,1,1,Yes,1,Yes,0,100,72000,38000,She should have know better as we are in a pandemic and forgetfulness is not forgivable.,She was reckless as she cause to stay even though she knew she did not have a mask.,I listened to a mock trial about a worker who got Covid and their boss was not wearing a mask.,Yes,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",Mandate/OwnerForgotMask,Mandate,OwnForgotMask,keep,keep
83,3/13/2021 15:13,A2Z03W0OORZLU8,Female,37,White/European American,7,,1,1,Yes,0,NA,90,10,72000,0,Because Barbara chose to go into the store knowing she did not have her mask on. She also could have opted to go back home get a mask before entering the store,Because she was not willfully trying to disregard the laws. The illness was a result of forgetting - not willfully disregarding.,I reviewed the case of Jennifer Paulson versus Barbara Bennett. Jennifer says because Barbara forgot to wear a mask that she contracted COVID and was very ill because of it.,Yes,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",Mandate/OwnerForgotMask,Mandate,OwnForgotMask,keep,keep
84,3/13/2021 15:17,A2JKETV64OU7DY,Male,38,White/European American,3,,1,1,Yes,1,Yes,73,27,50000,0,She was negligent because there was a mask mandate and she failed to follow the law.,I think it was negligent but not reckless because she wanted people to make up their minds. However she did not obey the law.,I was a jury member for a trial about an employee getting covid at work.,Yes,"Her boss, Barbara Bennett, did not require masks in her store.",Mandate/OwnerNoMask,Mandate,OwnNoMask,keep,keep
85,3/13/2021 15:18,A20YGFCRNDTD6,Female,37,White/European American,5,,0,0,NA,0,NA,0,100,0,0,I feel there was no current order in place officially. Employee new the risk of working in the field.,Because she had no control over it. Risk is part of job.,I answered questions on guilty or not guilty plea and amount I would give.,No,A customer shopped at her place of employment unmasked,NoMandate/CustomerNoMask,NoMandate,CustNoMask,keep,keep
86,3/13/2021 15:18,A4QDGJGTGK7NJ,Female,25,White/European American,7,,1,1,Yes,1,Yes,87,13,72000,2000,She did not wear a mask like she should have and continued to stay in the store without one.,She went against the mask mandate knowing there was a pandemic,I had to find whether Ms Bennet was guilty of getting Ms Paulson sick,Yes,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",Mandate/OwnerForgotMask,Mandate,OwnForgotMask,keep,keep
87,3/13/2021 15:19,A11ST9LLMHHIF9,Female,69,White/European American,5,,1,1,Yes,1,Yes,80,20,500000,200000,"During the pandemic, it was up to the employer to keep her employees safe, which means that even though the county didn't have a mask mandate in place, the store should have had one.",I feel that her lack of care to take preventative measures to protect her employees was reckless.,"I was on a jury to decide if the owner, Barbara Bennett was at fault for her employees Covid hospitalization.",No,"Her boss, Barbara Bennett, did not require masks in her store.",NoMandate/OwnerNoMask,NoMandate,OwnNoMask,keep,keep
88,3/13/2021 15:19,AIJPLVW0ULYTH,Female,37,White/European American,7,,1,1,Yes,1,Yes,45,55,100000,100000,Because she worked while sick,She did not wear mask,I laid in a hammock and listened to the  case,No,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",NoMandate/OwnerForgotMask,NoMandate,OwnForgotMask,keep,keep
89,3/13/2021 15:20,A5M975UINIFLU,Female,29,Black/African American,1,,0,0,NA,0,NA,23,77,0,0,i did not find her negligent because jennifer could have worked somewhere that required masks,she was not reckless because the county also didnt have a mask mandate,"i listened to/read about a liability suit. and the transcript described a woman, jennifer, who got covid presumable from her employer, barbara and was suing for damages. she wanted 72000 for her hospital stay plus any extra punitive damages.",No,"Her boss, Barbara Bennett, did not require masks in her store.",NoMandate/OwnerNoMask,NoMandate,OwnNoMask,keep,keep
90,3/13/2021 15:22,A370XGRTNL3IV4,Male,53,White/European American,5,,1,1,Yes,1,Yes,100,0,72000,8000,She had established her own policy and then broke it.,She was reckless because she knew what she did and could've fixed it earlier.,I acted as a juror in a covid 19 negligence case.,No,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",NoMandate/OwnerForgotMask,NoMandate,OwnForgotMask,keep,keep
91,3/13/2021 15:25,A1FH0Y12VSXUMK,Male,83,White/European American,2,,1,1,Yes,1,Yes,80,20,72000,20000,Ignoring the risk of spreading disease is clearly negligent.,I believe it goes beyond negligent and is also reckless.,I listened and read as I was listening.,Yes,"Her boss, Barbara Bennett, did not require masks in her store.",Mandate/OwnerNoMask,Mandate,OwnNoMask,keep,keep
92,3/13/2021 15:43,A3D8ZG1VV5FO35,Female,56,White/European American,3,,1,1,Yes,0,NA,60,40,43000,1000,"Barbara Bennett was negligent as it was required to wear a mask in the store to prevent covid, and she should have enforced this. She was negligent by not enforcing the safety measure.",I don't believe Barbara Bennett was reckless because both she and Jennifer Paulson acted in the same manner which was not asking the customer to wear a mask.,"I read and listen to a transcript of a case in which Jennifer Paulson was accusing Barbara Bennett of negligence because Ms. Paulson got covid and incurred $72,000 in medical costs due to Ms. Bennett's inaction.",Yes,A customer shopped at her place of employment unmasked,Mandate/CustomerNoMask,Mandate,CustNoMask,keep,keep
93,3/13/2021 14:44,A2N53V9713PZG3,Female,24,White/European American,4,,0,1,No,1,No,50,50,10000,0,Because Jennifer knew about the mask rules and continued to work there anyway and on top of that she probably didn't even wear her mask.,because it is not all her fault.,"I acted as a judge taking a case about an employee catching Covid 19 and suing her boss for 72,000",No,"Her boss, Barbara Bennett, did not require masks in her store.",NoMandate/OwnerNoMask,NoMandate,OwnNoMask,keep,keep
94,3/16/2021 18:09,ALCPF5NANBDSZ,Male,34,White/European American,1,,1,1,Yes,1,Yes,80,20,72000,0,"She obviously made a mistake, but instead of admitting it, they tried to say she was serving her community.","She allowed a customer to violate a local law for the chnace at a sale, and it risked her employee's health.",I determined culpability for a case of a woman getting covid.,Yes,A customer shopped at her place of employment unmasked,Mandate/CustomerNoMask,Mandate,CustNoMask,keep,keep
95,3/16/2021 18:09,A13WYZ8AXD6ODX,Male,44,White/European American,1,,1,1,Yes,1,Yes,100,0,28000,72000,I can think of 100000 reasons to make mask wearing mandatory in your store,It is a pandemic.,I was a juror deciding if Barbara was at fault.,No,"Her boss, Barbara Bennett, did not require masks in her store.",NoMandate/OwnerNoMask,NoMandate,OwnNoMask,keep,keep
96,3/16/2021 18:11,A1SWGSFIMZJQE,Male,27,Black/African American,2,,1,1,Yes,1,Yes,70,30,40000,20000,because it should be her responsibility to make sure everyone is safe,she should have enforced the wear of mask,I answered a question of whether the defe want is  negligent or not,Yes,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",Mandate/OwnerForgotMask,Mandate,OwnForgotMask,keep,keep
97,3/16/2021 18:11,AAPJO2YFB16CM,Female,20,White/European American,4,,1,1,Yes,0,NA,59,41,20000,10000,because she knew masks were important she required them in her shop. She chose to go in without one.,She went half the day without wearing a mask.,"I was juror in a case where a boss went to work without a mask and spread COVID to one of her employees who racked up 72,000 in medical bals",No,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",NoMandate/OwnerForgotMask,NoMandate,OwnForgotMask,keep,keep
98,3/16/2021 18:12,A3AGU4FBSDDVYS,Female,63,White/European American,5,,1,1,Yes,0,NA,50,50,30000,0,I think she was partly responsible since she forgot her mask,because she corrected her mistake by getting her mask at lunch,decided a civil case regarding COVID,No,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",NoMandate/OwnerForgotMask,NoMandate,OwnForgotMask,keep,keep
99,3/16/2021 18:12,AYY7JSAD0SGXL,Female,39,White/European American,5,,1,1,Yes,1,Yes,20,80,20000,10000,"There was a mask mandate in place by the city. There was a sign saying that customers needed to wear a mask. As owner of the store, she should have had customers leave if they weren't wearing a facemask to protect the employees.",She was the most senior of the company there and had the duty to tell customers to abide by the mask mandate.,I listened to and read a court transcript pertaining to an employee who was hospitalized due to getting the coronavirus at work. A customer came into the store and was not wearing a facemask despite there being a mask mandate.,Yes,A customer shopped at her place of employment unmasked,Mandate/CustomerNoMask,Mandate,CustNoMask,keep,keep
100,3/16/2021 18:12,A1NHFCWPAQNUT6,Female,64,White/European American,3,,1,1,Yes,0,NA,100,0,72000,5000,She had a store policy of mask wearing that she ignored for inconvenience.,If she knew she was sick I would have gone for reckless or if she had any symptoms.,I listened to a civil case brought by an employee against an employer that gave her Covid.,No,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",NoMandate/OwnerForgotMask,NoMandate,OwnForgotMask,keep,keep
101,3/16/2021 18:13,COPIEDA1C5J40P3I65EI,Female,75,White/European American,1,,1,1,Yes,1,Yes,100,0,72000,10000,She entered the store and stayed for several hours without the mandatory face covering,she should have opened the store and then gone back home to get her mask,I listened to opening ad closing arguments in the civil trial and to the defendant's testimony and the judge's instructions.,Yes,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",Mandate/OwnerForgotMask,Mandate,OwnForgotMask,keep,keep
102,3/16/2021 18:13,A3KDEQMIHBBBYF,Female,32,White/European American,3,,1,1,Yes,1,Yes,100,0,72000,100000,She failed to provide reasonable safety precautions to her employees.,"Ms. Bennett was aware of the pandemic, yet purposely chose not to require masks. In fact, she was not wearing a mask herself. When the plaintiff asked her why she wasn't wearing a mask, she disregarded her concerns.","I determined if the criteria was met to determine if the defendant was negligent and/or reckless in causing the plaintiff's illness, as well as determined the amount of compensatory and punitive damages.",No,"Her boss, Barbara Bennett, did not require masks in her store.",NoMandate/OwnerNoMask,NoMandate,OwnNoMask,keep,keep
103,3/16/2021 18:13,A19AYO5VFVSQIL,Female,23,White/European American,1,,1,1,Yes,1,Yes,100,0,76000,25000,She clearly didn't enforce health department protocols and let someone in the store without a mask.,She should've made the person put on a mask or not enter her store she can't expose other people to COVID because the store was quiet.,I listened to a court argument about somone who got covid in their workplace because of negligence of their employer.,Yes,A customer shopped at her place of employment unmasked,Mandate/CustomerNoMask,Mandate,CustNoMask,keep,keep
104,3/16/2021 18:13,A13B76IU2R3W8U,Female,NA,Hispanic/Latino,4,,1,1,Yes,1,Yes,90,10,75000,5000,She didn't wear the mask and chose to stay in the store for hours with other people in there.,She knew that COVID spreads quickly and you don't always know when you have it.,I was asked if Barbara was guilty of getting Jennifer sick with COVID and decided if she should get money for her hospital bill.,Yes,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",Mandate/OwnerForgotMask,Mandate,OwnForgotMask,keep,keep
105,3/16/2021 18:14,A3DUPRZSMU9W5R,Female,45,White/European American,3,,1,1,Yes,0,NA,50,50,45000,0,She was negligent. It was reasonable to wear a mask and any reasonable person would. Since there was a mandate and her two employees were wearing them.,I don't think she didn't wear the mask out or malice or recklessness but forgetfulness. I don't think she fully understood the consequences of what could happen and how severe it was to be without a mask.,"I listened to a trial where a plaintiff was suing her employer for monies incurred from medical expenses when the plaintiff caught COVID from her employer. The employer, defendant, wasn't wearing a mask and put others at risk.",Yes,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",Mandate/OwnerForgotMask,Mandate,OwnForgotMask,keep,keep
106,3/16/2021 18:14,A1WJYF201K77BI,Female,32,White/European American,3,,0,0,NA,0,NA,80,20,10000,0,"At the time of the incident, there was not official guidance from the CDC or on a local level regarding the need for masks. The defendant was not negligent, as she was not ignoring official guidance that might have protected her employees.","In addition to a lack of a mask mandate, there is no proof that forcing the customer to wear a mask would have prevented the plaintiff from getting sick. Coronavirus could also be spread through touch. Also, the defendant did not force the plaintiff to work closely with the customer, and therefore did not force her to put herself at risk.",I listened to statements and testimony from lawyers/the judge/witnesses and had to act as a juror in a civil case.,No,A customer shopped at her place of employment unmasked,NoMandate/CustomerNoMask,NoMandate,CustNoMask,keep,keep
107,3/16/2021 18:14,AI1VKQC9YE0Z7,Female,NA,White/European American,6,,0,1,Yes,0,NA,0,100,0,0,"She didnt know she was sick, and there was no mandate to wear a mask at that time.","She didnt know she was sick, and there was no mandate to wear a mask at that time.",I listened and read about a court case where the employee got sick with covid and sued her boss (who gave her covid) for the hospital bills she incurred.,No,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",NoMandate/OwnerForgotMask,NoMandate,OwnForgotMask,keep,keep
108,3/16/2021 18:15,AYY3KXXADL8U,Male,39,Black/African American,1,,1,1,Yes,1,Yes,60,40,2000000,3000000,negligent is very bad,reckless is very bad habbit,Civil study.,Yes,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",Mandate/OwnerForgotMask,Mandate,OwnForgotMask,keep,keep
109,3/16/2021 18:15,ADVCIFLB5A9B,Female,60,White/European American,6,,0,1,No,0,NA,0,100,0,0,Not.  No mandate was in place for masks so it was reasonable not to require masks.,Not.  No mandate was in place for masks so it was reasonable not to require masks.,Listen to testimony in a trial of an employee suing her employer for contracting covid.,No,"Her boss, Barbara Bennett, did not require masks in her store.",NoMandate/OwnerNoMask,NoMandate,OwnNoMask,keep,keep
110,3/16/2021 18:15,A8C3WNWRBWUXO,Male,49,White/European American,2,,1,1,Yes,1,Yes,100,0,72000,28000,"The dangers of Covid are a known fact.  Wearing a mask is not about your own health outcomes, it is about protecting others.","The consequences of not requiring masks is easy to predict.  Tjose in direct contact are likely to get sick, and the consequences for those that get sick can be serious.",Decided on a civil court case involving a worker at a shop that did not require people to wear masks to stop the spread of Covid.,No,"Her boss, Barbara Bennett, did not require masks in her store.",NoMandate/OwnerNoMask,NoMandate,OwnNoMask,keep,keep
111,3/16/2021 18:17,A2G7DTL156PTKA,Female,37,Asian/Pacific Islander,1,,1,1,Yes,1,Yes,85,15,75000,100000,"I found Barbara to be negligent because as the employer, she has the obligation to provide a safe working environment for her employees and she did not. She did not ask a customer to wear a mask, knowing about the pandemic and the risks of COVID spreading without masks.","I found Barbara to be reckless because while she was aware of the pandemic and the risks of spreading COVID without masks, she valued her customer's comfort and her store sales more than the safety of her employees and allowed the customer to remain maskless.",I heard and read the transcription of a trial where an employee was suing her employer for negligence. The employee had contracted COVID and ended in the hospital because her employer did not request customers wear masks in the store.,No,A customer shopped at her place of employment unmasked,NoMandate/CustomerNoMask,NoMandate,CustNoMask,keep,keep
112,3/16/2021 18:17,A2R25RH05K0B68,Male,48,White/European American,2,,1,1,Yes,1,Yes,50,50,36000,10,"She new about masks and stopping the infection, but allowed someone to enter and shop without a mask.",She had signs at the door requiring masks and knew masks helped stop infection but still failed to act.,"We judged a case where a woman was suing her employer after she became sick with covid-19 while working in the employer's store.  Her employer had allowed a customer into the store without a mask and the employees and employer became sick. She sued the employer for $72,000 to help her cover hospital bills resulting from her covid-19 infection.",No,A customer shopped at her place of employment unmasked,NoMandate/CustomerNoMask,NoMandate,CustNoMask,keep,keep
113,3/16/2021 18:17,A38EMARW218692,Male,24,White/European American,3,,1,1,Yes,0,NA,71,29,5000,0,"She had a duty to protect her employee, and she admitted that she knew she was not doing that",Bennett did not know her actions would cause 72000 in medical bills,Acted as a jury for a case about an employee catching COVID,Yes,A customer shopped at her place of employment unmasked,Mandate/CustomerNoMask,Mandate,CustNoMask,keep,keep
